experiment_id,timestamp,schedule,communication,num_processes,chunk_size,image_width,image_height,xlim_min,xlim_max,ylim_min,ylim_max,total_chunks,wall_clock_time,computation_time,communication_time,rank,chunks_processed,chunk_ids,row_ranges,load_balance_score,result_file,plot_file
static_nonblocking_500x500_d4be14f8,1759853127,static,nonblocking,1,128,500,500,-2.2,0.75,-1.3,1.3,4,2.408413887023926,2.408021926879883,0.00021409988403320312,0,4,"0,1,2,3","0-127,128-255,256-383,384-499",1.0,,
