experiment_id,timestamp,schedule,communication,num_processes,chunk_size,image_width,image_height,xlim_min,xlim_max,ylim_min,ylim_max,total_chunks,wall_clock_time,computation_time,communication_time,rank,chunks_processed,chunk_ids,row_ranges,load_balance_score,result_file,plot_file
dynamic_blocking_2000x2000_6a377755,1759791212,dynamic,blocking,2,10,2000,2000,-2.2,0.75,-1.3,1.3,200,38.99768900871277,0.0,0.0,0,0,,,0.0,,Plots/images/dynamic_blocking_2000x2000_6a377755.pdf
dynamic_blocking_2000x2000_6a377755,1759791212,dynamic,blocking,2,10,2000,2000,-2.2,0.75,-1.3,1.3,200,38.99768900871277,0.0,0.0,1,200,"0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199","0-9,10-19,20-29,30-39,40-49,50-59,60-69,70-79,80-89,90-99,100-109,110-119,120-129,130-139,140-149,150-159,160-169,170-179,180-189,190-199,200-209,210-219,220-229,230-239,240-249,250-259,260-269,270-279,280-289,290-299,300-309,310-319,320-329,330-339,340-349,350-359,360-369,370-379,380-389,390-399,400-409,410-419,420-429,430-439,440-449,450-459,460-469,470-479,480-489,490-499,500-509,510-519,520-529,530-539,540-549,550-559,560-569,570-579,580-589,590-599,600-609,610-619,620-629,630-639,640-649,650-659,660-669,670-679,680-689,690-699,700-709,710-719,720-729,730-739,740-749,750-759,760-769,770-779,780-789,790-799,800-809,810-819,820-829,830-839,840-849,850-859,860-869,870-879,880-889,890-899,900-909,910-919,920-929,930-939,940-949,950-959,960-969,970-979,980-989,990-999,1000-1009,1010-1019,1020-1029,1030-1039,1040-1049,1050-1059,1060-1069,1070-1079,1080-1089,1090-1099,1100-1109,1110-1119,1120-1129,1130-1139,1140-1149,1150-1159,1160-1169,1170-1179,1180-1189,1190-1199,1200-1209,1210-1219,1220-1229,1230-1239,1240-1249,1250-1259,1260-1269,1270-1279,1280-1289,1290-1299,1300-1309,1310-1319,1320-1329,1330-1339,1340-1349,1350-1359,1360-1369,1370-1379,1380-1389,1390-1399,1400-1409,1410-1419,1420-1429,1430-1439,1440-1449,1450-1459,1460-1469,1470-1479,1480-1489,1490-1499,1500-1509,1510-1519,1520-1529,1530-1539,1540-1549,1550-1559,1560-1569,1570-1579,1580-1589,1590-1599,1600-1609,1610-1619,1620-1629,1630-1639,1640-1649,1650-1659,1660-1669,1670-1679,1680-1689,1690-1699,1700-1709,1710-1719,1720-1729,1730-1739,1740-1749,1750-1759,1760-1769,1770-1779,1780-1789,1790-1799,1800-1809,1810-1819,1820-1829,1830-1839,1840-1849,1850-1859,1860-1869,1870-1879,1880-1889,1890-1899,1900-1909,1910-1919,1920-1929,1930-1939,1940-1949,1950-1959,1960-1969,1970-1979,1980-1989,1990-1999",0.0,,Plots/images/dynamic_blocking_2000x2000_6a377755.pdf
