experiment_id,timestamp,schedule,communication,num_processes,chunk_size,image_width,image_height,xlim_min,xlim_max,ylim_min,ylim_max,wall_clock_time,computation_time,communication_time,rank,chunks_processed,chunk_ids
dynamic_blocking_100x100_40fb1ad5,1759854403,dynamic,blocking,2,25,100,100,-2.2,0.75,-1.3,1.3,0.10404515266418457,0.0,0.0,0,0,
dynamic_blocking_100x100_40fb1ad5,1759854403,dynamic,blocking,2,25,100,100,-2.2,0.75,-1.3,1.3,0.10404515266418457,0.10258913040161133,0.0011446475982666016,1,4,"0,1,2,3"
