experiment_id,timestamp,schedule,communication,num_processes,chunk_size,image_width,image_height,xlim_min,xlim_max,ylim_min,ylim_max,wall_clock_time,computation_time,communication_time,rank,chunks_processed,chunk_ids
dynamic_blocking_200x200_d62103cc,1759853646,dynamic,blocking,4,50,200,200,-2.2,0.75,-1.3,1.3,0.22564196586608887,0.0,0.0,0,0,
dynamic_blocking_200x200_d62103cc,1759853646,dynamic,blocking,4,50,200,200,-2.2,0.75,-1.3,1.3,0.22564196586608887,0.07700920104980469,0.0027420520782470703,1,1,1
dynamic_blocking_200x200_d62103cc,1759853646,dynamic,blocking,4,50,200,200,-2.2,0.75,-1.3,1.3,0.22564196586608887,0.11899876594543457,0.0022611618041992188,2,2,"0,3"
dynamic_blocking_200x200_d62103cc,1759853646,dynamic,blocking,4,50,200,200,-2.2,0.75,-1.3,1.3,0.22564196586608887,0.22258996963500977,0.002916097640991211,3,1,2
